registry_id,source_table,experiment_package,benchmark,conditioned,story_bucket,include_in_current_story,exp_id,group,phase,story,train_mode,execution_semantics,system_role,objective_family,world_size,pipe_stages,seed,K,steps,lr,step_size,weight_mode,last2_beta,num_nodes,ppn,data_dir,run_dir,eval_dir,trajectory_dir,source_status,registry_status,final_fid,best_fid,best_step,final_step,available_points,top1_conditional_acc,per_class_avg_acc,pbs_job_id,local_run,config_signature,config_hash,git_commit_recorded,identity_note
pipeline_then_weighting:E2_pipe_strict_last2b002_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_last2b002_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.02,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b002_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b002_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b002_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,69.56097300698849,62.621114533238995,235000,300000,60,,,6992382.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.02|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,b39446d572b5,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_last2b003_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_last2b003_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.03,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b003_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b003_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b003_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,81.08612296018487,64.94155271551676,175000,300000,60,,,6992383.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.03|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,f7f91ed39dcb,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_last2b005_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_last2b005_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.05,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b005_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b005_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b005_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,81.24128529821104,58.0400198040075,260000,300000,60,,,6992384.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.05|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,e9e76fa108f2,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_uniform_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_uniform_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,uniform_weighted,4,4,1,100,300000,1e-4,1.0,uniform,0.01,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_uniform_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_uniform_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_uniform_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,67.77599169631753,48.71282507070475,285000,300000,60,,,6992378.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,80a1c36690f1,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_deep_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_deep_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,4,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_deep_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_deep_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_deep_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,98.17217190470404,61.0041133414835,190000,300000,60,,,6992372.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,f59b83e04cfb,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_last2b0005_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_last2b0005_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.005,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b0005_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b0005_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b0005_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,71.93943028122862,60.99259498600651,285000,300000,60,,,6992373.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.005|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,a12416f9f2bd,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_last2b001_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_last2b001_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b001_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b001_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b001_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,75.03255143267756,62.777903908552275,285000,300000,60,,,6992374.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,8f45e213ae2a,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_last2b002_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_last2b002_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.02,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b002_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b002_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b002_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,77.02298672020447,60.42291970602196,285000,300000,60,,,6992375.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.02|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,c66a52e70453,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_last2b003_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_last2b003_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.03,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b003_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b003_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b003_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,89.52432917641295,60.562366826555944,270000,300000,60,,,6992376.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.03|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,f1136cd8021c,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_last2b005_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_last2b005_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.05,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b005_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b005_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_last2b005_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,98.40077734386296,60.1783350771924,285000,300000,60,,,6992377.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.05|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,2b6c00feb833,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_single_pipe_emul_uniform_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_single,yes,E2_single_pipe_emul_uniform_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,single_pipe_emul,single_emulation,objective_emulation,uniform_weighted,1,4,1,100,300000,1e-4,1.0,uniform,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_uniform_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_uniform_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_single_pipe_emul_uniform_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,64.70780256430095,52.48704344682062,150000,300000,60,,,6992371.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_single,e98c8c2c11b4,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
